Stock,Gap,B,S
PVS,-281,801,1082
IDC,-297,269,566
PLX,-306,490,796
AAA,-325,480,805
MWG,-340,850,1190
DPM,-340,534,874
NT2,-350,358,708
PVD,-354,1545,1899
TCH,-358,1869,2227
GEX,-358,1067,1425
DGC,-361,356,717
GAS,-365,676,1041
SHS,-368,395,763
CTD,-373,563,936
HVN,-441,713,1154
VCB,-462,667,1129
PNJ,-496,522,1018
HAG,-547,1448,1995
CKG,-560,688,1248
VIC,-561,960,1521
GTN,-563,558,1121
VPB,-594,714,1308
VHM,-600,998,1598
VNM,-634,2947,3581
HDB,-696,869,1565
FPT,-700,2117,2817
MSN,-711,776,1487
TPB,-815,455,1270
NKG,-817,579,1396
CTG,-980,1991,2971
MBB,-1294,3045,4339
STB,-1510,3348,4858
TCB,-1953,3476,5429
HPG,-3367,7522,10889
