Stock,Gap,B,S
LSS,-39,141,180
TNT,-39,21,60
NLG,-42,203,245
PPC,-42,85,127
VIP,-42,28,70
ANV,-47,175,222
HTN,-50,129,179
JVC,-50,61,111
VPG,-51,253,304
PLX,-53,352,405
EVG,-54,88,142
TDC,-57,171,228
VCB,-61,543,604
CKG,-64,110,174
HAI,-67,153,220
HHS,-70,300,370
PNJ,-74,767,841
VCI,-77,356,433
SHS,-81,142,223
HNG,-91,136,227
VSH,-109,83,192
VHM,-110,1226,1336
FIT,-117,158,275
D2D,-126,245,371
VRE,-129,1081,1210
CTI,-134,83,217
TTB,-134,75,209
DPM,-146,587,733
FRT,-150,212,362
VND,-160,432,592
REE,-165,383,548
AMD,-179,127,306
PET,-187,468,655
DBC,-196,490,686
EIB,-196,111,307
ITA,-197,580,777
VIC,-219,806,1025
MWG,-235,752,987
KDH,-239,409,648
BID,-249,757,1006
SAB,-251,213,464
SBT,-275,500,775
HDB,-283,1310,1593
TTF,-331,471,802
CTD,-393,375,768
ROS,-439,274,713
VNM,-519,1178,1697
MSN,-584,601,1185
DCM,-620,880,1500
